# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	326530	327480	+					whiA		BQ7358_RS01515	951		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	326530	327480	+	WP_062172936.1	WP_062172936.1		DNA-binding protein WhiA	whiA		BQ7358_RS01515	951	316	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	327493	328104	+							BQ7358_RS01520	612		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	327493	328104	+	WP_062172938.1	WP_062172938.1		NUDIX domain-containing protein			BQ7358_RS01520	612	203	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	328358	329494	+							BQ7358_RS01525	1137		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	328358	329494	+	WP_072520132.1	WP_072520132.1		exonuclease SbcCD subunit D C-terminal domain-containing protein			BQ7358_RS01525	1137	378	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	329481	332507	+							BQ7358_RS01530	3027		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	329481	332507	+	WP_062172942.1	WP_062172942.1		SMC family ATPase			BQ7358_RS01530	3027	1008	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	332770	334716	+							BQ7358_RS01535	1947		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	332770	334716	+	WP_072520133.1	WP_072520133.1		fructose-1,6-bisphosphatase			BQ7358_RS01535	1947	648	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	334817	335512	+							BQ7358_RS01540	696		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	334817	335512	+	WP_062172945.1	WP_062172945.1		pentapeptide repeat-containing protein			BQ7358_RS01540	696	231	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	335588	336379	+					truA		BQ7358_RS01545	792		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	335588	336379	+	WP_062172946.1	WP_062172946.1		tRNA pseudouridine(38-40) synthase TruA	truA		BQ7358_RS01545	792	263	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	336379	336525	+							BQ7358_RS08660	147		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	336379	336525	+	WP_156439980.1	WP_156439980.1		hypothetical protein			BQ7358_RS08660	147	48	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	336917	337747	+							BQ7358_RS01550	831		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	336917	337747	+	WP_072520134.1	WP_072520134.1		energy-coupling factor transporter ATPase			BQ7358_RS01550	831	276	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	337723	338610	+							BQ7358_RS01555	888		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	337723	338610	+	WP_062172948.1	WP_062172948.1		energy-coupling factor transporter ATPase			BQ7358_RS01555	888	295	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	338603	339391	+							BQ7358_RS01560	789		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	338603	339391	+	WP_062172949.1	WP_062172949.1		energy-coupling factor transporter transmembrane protein EcfT			BQ7358_RS01560	789	262	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	339448	340479	+							BQ7358_RS01565	1032		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	339448	340479	+	WP_072520135.1	WP_072520135.1		threonylcarbamoyl-AMP synthase			BQ7358_RS01565	1032	343	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	340494	341450	+							BQ7358_RS01570	957		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	340494	341450	+	WP_062172951.1	WP_062172951.1		glycosyltransferase family 2 protein			BQ7358_RS01570	957	318	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	341454	342989	+							BQ7358_RS01575	1536		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	341454	342989	+	WP_106388763.1	WP_106388763.1		hypothetical protein			BQ7358_RS01575	1536	511	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	343002	344210	+							BQ7358_RS01580	1209		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	343002	344210	+	WP_062172952.1	WP_062172952.1		leucine-rich repeat domain-containing protein			BQ7358_RS01580	1209	402	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	344224	344580	+							BQ7358_RS01585	357		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	344224	344580	+	WP_062172953.1	WP_062172953.1		DUF956 family protein			BQ7358_RS01585	357	118	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	344884	345456	-							BQ7358_RS01590	573		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	344884	345456	-	WP_062172954.1	WP_062172954.1		TetR/AcrR family transcriptional regulator			BQ7358_RS01590	573	190	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	345718	346482	-							BQ7358_RS01595	765		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	345718	346482	-	WP_062172955.1	WP_062172955.1		ABC transporter ATP-binding protein			BQ7358_RS01595	765	254	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	346482	347456	-							BQ7358_RS01600	975		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	346482	347456	-	WP_062172956.1	WP_062172956.1		iron ABC transporter permease			BQ7358_RS01600	975	324	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	347572	348528	-					isdE		BQ7358_RS01605	957		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	347572	348528	-	WP_062172957.1	WP_062172957.1		heme ABC transporter substrate-binding protein IsdE	isdE		BQ7358_RS01605	957	318	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	348543	349895	-							BQ7358_RS01610	1353		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	348543	349895	-	WP_062172958.1	WP_062172958.1		hypothetical protein			BQ7358_RS01610	1353	450	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	350022	351371	-							BQ7358_RS01615	1350		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	350022	351371	-	WP_062172959.1	WP_062172959.1		G5 domain-containing protein			BQ7358_RS01615	1350	449	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	351544	352992	-							BQ7358_RS01620	1449		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	351544	352992	-	WP_072520136.1	WP_072520136.1		LPXTG cell wall anchor domain-containing protein			BQ7358_RS01620	1449	482	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	352994	353512	-							BQ7358_RS01625	519		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	352994	353512	-	WP_072520137.1	WP_072520137.1		hypothetical protein			BQ7358_RS01625	519	172	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	353994	354674	+					tenA		BQ7358_RS01630	681		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	353994	354674	+	WP_072520138.1	WP_072520138.1		thiaminase II	tenA		BQ7358_RS01630	681	226	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	354674	355468	+					thiD		BQ7358_RS01635	795		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	354674	355468	+	WP_062172962.1	WP_062172962.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	thiD		BQ7358_RS01635	795	264	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	355473	356255	+					thiM		BQ7358_RS01640	783		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	355473	356255	+	WP_062172963.1	WP_062172963.1		hydroxyethylthiazole kinase	thiM		BQ7358_RS01640	783	260	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	356257	356889	+					thiE		BQ7358_RS01645	633		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	356257	356889	+	WP_062172964.1	WP_062172964.1		thiamine phosphate synthase	thiE		BQ7358_RS01645	633	210	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	356985	360287	-							BQ7358_RS08740	3303		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	356985	360287	-	WP_072520139.1	WP_072520139.1		GA module-containing protein			BQ7358_RS08740	3303	1100	
gene	pseudogene	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	360584	361534	+							BQ7358_RS01655	951		partial;pseudo
CDS	without_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	360584	361534	+				DDE-type integrase/transposase/recombinase			BQ7358_RS01655	951		partial;pseudo
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	362290	363054	+							BQ7358_RS01660	765		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	362290	363054	+	WP_062172966.1	WP_062172966.1		alpha/beta hydrolase			BQ7358_RS01660	765	254	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	363554	364411	+							BQ7358_RS01665	858		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	363554	364411	+	WP_062174677.1	WP_062174677.1		MetQ/NlpA family ABC transporter substrate-binding protein			BQ7358_RS01665	858	285	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	364538	365266	+							BQ7358_RS01670	729		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	364538	365266	+	WP_062172967.1	WP_062172967.1		A24 family peptidase			BQ7358_RS01670	729	242	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	365260	366036	+					radC		BQ7358_RS01675	777		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	365260	366036	+	WP_062172968.1	WP_062172968.1		DNA repair protein RadC	radC		BQ7358_RS01675	777	258	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	366217	366420	+							BQ7358_RS08880	204		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	366217	366420	+	WP_062172969.1	WP_062172969.1		hypothetical protein			BQ7358_RS08880	204	67	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	366647	367270	+							BQ7358_RS01685	624		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	366647	367270	+	WP_062172970.1	WP_062172970.1		ATP-binding cassette domain-containing protein			BQ7358_RS01685	624	207	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	367273	367980	+							BQ7358_RS01690	708		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	367273	367980	+	WP_062172971.1	WP_062172971.1		ABC transporter permease			BQ7358_RS01690	708	235	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	368080	368958	+							BQ7358_RS01695	879		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	368080	368958	+	WP_083577626.1	WP_083577626.1		ATP-binding cassette domain-containing protein			BQ7358_RS01695	879	292	
gene	pseudogene	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	369558	370367	+							BQ7358_RS01700	810		pseudo
CDS	without_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	369558	370367	+				Cof-type HAD-IIB family hydrolase			BQ7358_RS01700	810		pseudo
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	370371	370847	+					rlmH		BQ7358_RS01705	477		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	370371	370847	+	WP_072520140.1	WP_072520140.1		23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	rlmH		BQ7358_RS01705	477	158	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	371158	371964	+							BQ7358_RS01710	807		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	371158	371964	+	WP_062172973.1	WP_062172973.1		hypothetical protein			BQ7358_RS01710	807	268	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	372119	373549	+							BQ7358_RS01715	1431		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	372119	373549	+	WP_062172974.1	WP_062172974.1		sodium:alanine symporter family protein			BQ7358_RS01715	1431	476	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	373750	375030	-					serS		BQ7358_RS01720	1281		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	373750	375030	-	WP_072520141.1	WP_072520141.1		serine--tRNA ligase	serS		BQ7358_RS01720	1281	426	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	375325	379227	-							BQ7358_RS01725	3903		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	375325	379227	-	WP_062172976.1	WP_062172976.1		pneumococcal-type histidine triad protein			BQ7358_RS01725	3903	1300	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	379532	380377	+							BQ7358_RS01730	846		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	379532	380377	+	WP_062172977.1	WP_062172977.1		sulfurtransferase			BQ7358_RS01730	846	281	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	380404	380955	+							BQ7358_RS01735	552		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	380404	380955	+	WP_062172978.1	WP_062172978.1		GNAT family N-acetyltransferase			BQ7358_RS01735	552	183	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	381018	382379	-							BQ7358_RS01740	1362		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	381018	382379	-	WP_062172979.1	WP_062172979.1		Na+/H+ antiporter NhaC family protein			BQ7358_RS01740	1362	453	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	382522	383331	-							BQ7358_RS01745	810		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	382522	383331	-	WP_072520142.1	WP_072520142.1		phosphate/phosphite/phosphonate ABC transporter substrate-binding protein			BQ7358_RS01745	810	269	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	383382	384503	-							BQ7358_RS01750	1122		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	383382	384503	-	WP_072520143.1	WP_072520143.1		acyl-CoA/acyl-ACP dehydrogenase			BQ7358_RS01750	1122	373	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	384976	386784	+					pepF		BQ7358_RS01755	1809		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	384976	386784	+	WP_062172982.1	WP_062172982.1		oligoendopeptidase F	pepF		BQ7358_RS01755	1809	602	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	386844	387674	-							BQ7358_RS01760	831		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	386844	387674	-	WP_062172983.1	WP_062172983.1		metallophosphoesterase			BQ7358_RS01760	831	276	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	387786	391424	+							BQ7358_RS01765	3639		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	387786	391424	+	WP_072520144.1	WP_072520144.1		UvrD-helicase domain-containing protein			BQ7358_RS01765	3639	1212	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	391550	392389	+							BQ7358_RS01770	840		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	391550	392389	+	WP_062172985.1	WP_062172985.1		hypothetical protein			BQ7358_RS01770	840	279	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	392382	393713	+							BQ7358_RS01775	1332		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	392382	393713	+	WP_062172986.1	WP_062172986.1		hypothetical protein			BQ7358_RS01775	1332	443	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	393724	394611	+							BQ7358_RS01780	888		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	393724	394611	+	WP_062172987.1	WP_062172987.1		DMT family transporter			BQ7358_RS01780	888	295	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	394746	396020	+					rho		BQ7358_RS01785	1275		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	394746	396020	+	WP_062172988.1	WP_062172988.1		transcription termination factor Rho	rho		BQ7358_RS01785	1275	424	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	396093	396737	+							BQ7358_RS01790	645		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	396093	396737	+	WP_062172989.1	WP_062172989.1		VTT domain-containing protein			BQ7358_RS01790	645	214	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	396841	397800	+							BQ7358_RS01795	960		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	396841	397800	+	WP_072520145.1	WP_072520145.1		Gfo/Idh/MocA family oxidoreductase			BQ7358_RS01795	960	319	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	398024	398971	-							BQ7358_RS01800	948		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	398024	398971	-	WP_062172991.1	WP_062172991.1		peptidylprolyl isomerase			BQ7358_RS01800	948	315	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	399035	400552	-					cls		BQ7358_RS01805	1518		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	399035	400552	-	WP_062172992.1	WP_062172992.1		cardiolipin synthase	cls		BQ7358_RS01805	1518	505	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	400694	402154	+					gltX		BQ7358_RS01810	1461		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	400694	402154	+	WP_062172993.1	WP_062172993.1		glutamate--tRNA ligase	gltX		BQ7358_RS01810	1461	486	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	402374	402811	+					rplM		BQ7358_RS01815	438		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	402374	402811	+	WP_040461052.1	WP_040461052.1		50S ribosomal protein L13	rplM		BQ7358_RS01815	438	145	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	402831	403223	+					rpsI		BQ7358_RS01820	393		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	402831	403223	+	WP_062172994.1	WP_062172994.1		30S ribosomal protein S9	rpsI		BQ7358_RS01820	393	130	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	403366	404019	-					clpP		BQ7358_RS01825	654		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	403366	404019	-	WP_072520146.1	WP_072520146.1		ATP-dependent Clp endopeptidase proteolytic subunit ClpP	clpP		BQ7358_RS01825	654	217	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	404595	405008	+							BQ7358_RS01830	414		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	404595	405008	+	WP_062172996.1	WP_062172996.1		YjdF family protein			BQ7358_RS01830	414	137	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	405176	405697	+							BQ7358_RS01835	522		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	405176	405697	+	WP_062172997.1	WP_062172997.1		CtsR family transcriptional regulator			BQ7358_RS01835	522	173	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	405702	408176	+							BQ7358_RS01840	2475		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	405702	408176	+	WP_072520147.1	WP_072520147.1		ATP-dependent Clp protease ATP-binding subunit			BQ7358_RS01840	2475	824	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	408179	409561	+					radA		BQ7358_RS01845	1383		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	408179	409561	+	WP_072520148.1	WP_072520148.1		DNA repair protein RadA	radA		BQ7358_RS01845	1383	460	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	409958	411025	+							BQ7358_RS01850	1068		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	409958	411025	+	WP_062173000.1	WP_062173000.1		TRAM domain-containing protein			BQ7358_RS01850	1068	355	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	411100	411330	+					secG		BQ7358_RS01855	231		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	411100	411330	+	WP_040461049.1	WP_040461049.1		preprotein translocase subunit SecG	secG		BQ7358_RS01855	231	76	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	411391	413535	+					rnr		BQ7358_RS01860	2145		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	411391	413535	+	WP_062173001.1	WP_062173001.1		ribonuclease R	rnr		BQ7358_RS01860	2145	714	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	413532	413987	+					smpB		BQ7358_RS01865	456		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	413532	413987	+	WP_062173002.1	WP_062173002.1		SsrA-binding protein SmpB	smpB		BQ7358_RS01865	456	151	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	414553	416208	+							BQ7358_RS01870	1656		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	414553	416208	+	WP_062173003.1	WP_062173003.1		L-lactate permease			BQ7358_RS01870	1656	551	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	416399	418243	+					typA		BQ7358_RS01875	1845		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	416399	418243	+	WP_062173004.1	WP_062173004.1		translational GTPase TypA	typA		BQ7358_RS01875	1845	614	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	418624	418965	+					yedF		BQ7358_RS01880	342		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	418624	418965	+	WP_062173005.1	WP_062173005.1		sulfurtransferase-like selenium metabolism protein YedF	yedF		BQ7358_RS01880	342	113	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	419099	419761	+							BQ7358_RS01885	663		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	419099	419761	+	WP_062173006.1	WP_062173006.1		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase			BQ7358_RS01885	663	220	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	419966	420283	+							BQ7358_RS01890	318		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	419966	420283	+	WP_231723797.1	WP_231723797.1		methylcobamide--CoM methyltransferase			BQ7358_RS01890	318	105	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	420473	421171	+							BQ7358_RS01895	699		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	420473	421171	+	WP_062174681.1	WP_062174681.1		zinc metallopeptidase			BQ7358_RS01895	699	232	
gene	protein_coding	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	421337	421966	+							BQ7358_RS01900	630		
CDS	with_protein	GCF_900120125.1	Primary Assembly	unplaced scaffold		NZ_LT635544.1	421337	421966	+	WP_062173008.1	WP_062173008.1		MBL fold metallo-hydrolase			BQ7358_RS01900	630	209	
