# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000001.1	259817	260123	+	WP_168421656.1	WP_168421656.1		transposase			HF965_RS01220	307	102	partial
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	1	118	+							HF965_RS06660	118		partial;old_locus_tag=HF965_06660
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	1	118	+	WP_168421661.1	WP_168421661.1		IS3 family transposase			HF965_RS06660	118	38	partial
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	261	1028	-							HF965_RS06665	768		old_locus_tag=HF965_06665
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	261	1028	-	WP_210727761.1	WP_210727761.1		hypothetical protein			HF965_RS06665	768	255	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	982	1377	-							HF965_RS08575	396		
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	982	1377	-	WP_210727762.1	WP_210727762.1		hypothetical protein			HF965_RS08575	396	131	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	1685	2527	-							HF965_RS06670	843		old_locus_tag=HF965_06670
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	1685	2527	-	WP_031552999.1	WP_031552999.1		DegV family protein			HF965_RS06670	843	280	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	2549	2977	-							HF965_RS06675	429		old_locus_tag=HF965_06675
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	2549	2977	-	WP_031553002.1	WP_031553002.1		DUF1836 domain-containing protein			HF965_RS06675	429	142	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	3096	4472	-							HF965_RS06680	1377		old_locus_tag=HF965_06680
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	3096	4472	-	WP_006364802.1	WP_006364802.1		MATE family efflux transporter			HF965_RS06680	1377	458	
gene	SRP_RNA	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	4549	4813	-					ffs		HF965_RS06685	265		old_locus_tag=HF965_06685
ncRNA	SRP_RNA	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	4549	4813	-				signal recognition particle sRNA large type	ffs		HF965_RS06685	265		
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	4859	5632	-							HF965_RS06690	774		old_locus_tag=HF965_06690
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	4859	5632	-	WP_031553006.1	WP_031553006.1		SDR family oxidoreductase			HF965_RS06690	774	257	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	5643	6077	-							HF965_RS06695	435		old_locus_tag=HF965_06695
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	5643	6077	-	WP_006364804.1	WP_006364804.1		CopY/TcrY family copper transport repressor			HF965_RS06695	435	144	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	6173	6385	-							HF965_RS06700	213		old_locus_tag=HF965_06700
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	6173	6385	-	WP_031553008.1	WP_031553008.1		GyrI-like domain-containing protein			HF965_RS06700	213	70	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	6426	7145	-							HF965_RS06705	720		old_locus_tag=HF965_06705
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	6426	7145	-	WP_031553010.1	WP_031553010.1		class I SAM-dependent methyltransferase			HF965_RS06705	720	239	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	7147	7485	-					rsfS		HF965_RS06710	339		old_locus_tag=HF965_06710
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	7147	7485	-	WP_031553013.1	WP_031553013.1		ribosome silencing factor	rsfS		HF965_RS06710	339	112	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	7511	8380	-					yqeK		HF965_RS06715	870		old_locus_tag=HF965_06715
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	7511	8380	-	WP_031553016.1	WP_031553016.1		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	yqeK		HF965_RS06715	870	289	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	8361	8963	-					nadD		HF965_RS06720	603		old_locus_tag=HF965_06720
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	8361	8963	-	WP_031553019.1	WP_031553019.1		nicotinate-nucleotide adenylyltransferase	nadD		HF965_RS06720	603	200	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	8965	9264	-					yhbY		HF965_RS06725	300		old_locus_tag=HF965_06725
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	8965	9264	-	WP_006364810.1	WP_006364810.1		ribosome assembly RNA-binding protein YhbY	yhbY		HF965_RS06725	300	99	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	9308	10426	-					yqeH		HF965_RS06730	1119		old_locus_tag=HF965_06730
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	9308	10426	-	WP_031553022.1	WP_031553022.1		ribosome biogenesis GTPase YqeH	yqeH		HF965_RS06730	1119	372	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	10419	10994	-							HF965_RS06735	576		old_locus_tag=HF965_06735
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	10419	10994	-	WP_006364812.1	WP_006364812.1		YqeG family HAD IIIA-type phosphatase			HF965_RS06735	576	191	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	11012	11788	-							HF965_RS06740	777		old_locus_tag=HF965_06740
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	11012	11788	-	WP_006364813.1	WP_006364813.1		phosphatidylserine decarboxylase			HF965_RS06740	777	258	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	12474	12770	+							HF965_RS06750	297		old_locus_tag=HF965_06750
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	12474	12770	+	WP_031553025.1	WP_031553025.1		hypothetical protein			HF965_RS06750	297	98	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	12812	13171	-							HF965_RS06755	360		old_locus_tag=HF965_06755
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	12812	13171	-	WP_031553028.1	WP_031553028.1		globin protein			HF965_RS06755	360	119	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	13341	14522	-					metK		HF965_RS06760	1182		old_locus_tag=HF965_06760
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	13341	14522	-	WP_031553031.1	WP_031553031.1		methionine adenosyltransferase	metK		HF965_RS06760	1182	393	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	14811	15440	-							HF965_RS06765	630		old_locus_tag=HF965_06765
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	14811	15440	-	WP_031553034.1	WP_031553034.1		MBL fold metallo-hydrolase			HF965_RS06765	630	209	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	15662	16816	+							HF965_RS06770	1155		old_locus_tag=HF965_06770
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	15662	16816	+	WP_031553036.1	WP_031553036.1		MFS transporter			HF965_RS06770	1155	384	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	16847	17995	-							HF965_RS06775	1149		old_locus_tag=HF965_06775
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	16847	17995	-	WP_031553039.1	WP_031553039.1		pyruvate kinase			HF965_RS06775	1149	382	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	18084	19091	-					dusB		HF965_RS06780	1008		old_locus_tag=HF965_06780
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	18084	19091	-	WP_031553042.1	WP_031553042.1		tRNA dihydrouridine synthase DusB	dusB		HF965_RS06780	1008	335	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	19108	19581	-					folK		HF965_RS06785	474		old_locus_tag=HF965_06785
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	19108	19581	-	WP_031553045.1	WP_031553045.1		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK		HF965_RS06785	474	157	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	19581	19961	-					folB		HF965_RS06790	381		old_locus_tag=HF965_06790
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	19581	19961	-	WP_031553048.1	WP_031553048.1		dihydroneopterin aldolase	folB		HF965_RS06790	381	126	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	20122	22281	-							HF965_RS06795	2160		old_locus_tag=HF965_06795
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	20122	22281	-	WP_031553051.1	WP_031553051.1		LPXTG cell wall anchor domain-containing protein			HF965_RS06795	2160	719	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	22438	22806	-							HF965_RS06800	369		old_locus_tag=HF965_06800
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	22438	22806	-	WP_031553054.1	WP_031553054.1		single-stranded DNA-binding protein			HF965_RS06800	369	122	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	22878	23162	-							HF965_RS06805	285		old_locus_tag=HF965_06805
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	22878	23162	-	WP_031553056.1	WP_031553056.1		cupin domain-containing protein			HF965_RS06805	285	94	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	23200	23955	-							HF965_RS06810	756		old_locus_tag=HF965_06810
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	23200	23955	-	WP_031553060.1	WP_031553060.1		class I SAM-dependent methyltransferase			HF965_RS06810	756	251	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	24136	25257	-							HF965_RS06815	1122		old_locus_tag=HF965_06815
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	24136	25257	-	WP_051618980.1	WP_051618980.1		hypothetical protein			HF965_RS06815	1122	373	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	25760	26809	-							HF965_RS08580	1050		
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	25760	26809	-	WP_031553063.1	WP_031553063.1		hypothetical protein			HF965_RS08580	1050	349	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	27033	27686	-							HF965_RS06825	654		old_locus_tag=HF965_06825
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	27033	27686	-	WP_031553065.1	WP_031553065.1		NAD(P)H-binding protein			HF965_RS06825	654	217	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	27709	28068	-							HF965_RS06830	360		old_locus_tag=HF965_06830
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	27709	28068	-	WP_031553067.1	WP_031553067.1		DUF1304 domain-containing protein			HF965_RS06830	360	119	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	28083	28496	-							HF965_RS06835	414		old_locus_tag=HF965_06835
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	28083	28496	-	WP_031553069.1	WP_031553069.1		MarR family transcriptional regulator			HF965_RS06835	414	137	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	28805	30142	+					pgtP		HF965_RS06840	1338		old_locus_tag=HF965_06840
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	28805	30142	+	WP_006364838.1	WP_006364838.1		phosphoglycerate transporter protein PgtP	pgtP		HF965_RS06840	1338	445	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	30190	30807	-							HF965_RS06845	618		old_locus_tag=HF965_06845
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	30190	30807	-	WP_004633039.1	WP_004633039.1		response regulator transcription factor			HF965_RS06845	618	205	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	30788	32170	-							HF965_RS06850	1383		old_locus_tag=HF965_06850
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	30788	32170	-	WP_031553074.1	WP_031553074.1		histidine kinase			HF965_RS06850	1383	460	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	32175	33074	-					phnD		HF965_RS06855	900		old_locus_tag=HF965_06855
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	32175	33074	-	WP_031553077.1	WP_031553077.1		phosphate/phosphite/phosphonate ABC transporter substrate-binding protein	phnD		HF965_RS06855	900	299	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	33258	33851	-							HF965_RS06860	594		old_locus_tag=HF965_06860
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	33258	33851	-	WP_247599269.1	WP_247599269.1		DNA alkylation repair protein			HF965_RS06860	594	197	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	33917	35518	-							HF965_RS06865	1602		old_locus_tag=HF965_06865
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	33917	35518	-	WP_031553083.1	WP_031553083.1		CTP synthase			HF965_RS06865	1602	533	
gene	pseudogene	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	35653	36204	-					lepB		HF965_RS06870	552		partial;pseudo;old_locus_tag=HF965_06870
CDS	without_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	35653	36204	-				signal peptidase I	lepB		HF965_RS06870	552		partial;pseudo
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	36608	36892	+							HF965_RS06875	285		old_locus_tag=HF965_06875
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	36608	36892	+	WP_031553089.1	WP_031553089.1		thiamine-binding protein			HF965_RS06875	285	94	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	36867	37652	+							HF965_RS06880	786		old_locus_tag=HF965_06880
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	36867	37652	+	WP_031553092.1	WP_031553092.1		ABC transporter permease			HF965_RS06880	786	261	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	37633	38628	+							HF965_RS06885	996		old_locus_tag=HF965_06885
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	37633	38628	+	WP_031553095.1	WP_031553095.1		ABC transporter substrate-binding protein			HF965_RS06885	996	331	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	38628	39347	+							HF965_RS06890	720		old_locus_tag=HF965_06890
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	38628	39347	+	WP_031553098.1	WP_031553098.1		ABC transporter ATP-binding protein			HF965_RS06890	720	239	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	39480	40157	+							HF965_RS06895	678		old_locus_tag=HF965_06895
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	39480	40157	+	WP_031553101.1	WP_031553101.1		hypothetical protein			HF965_RS06895	678	225	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	40230	41387	-							HF965_RS06900	1158		old_locus_tag=HF965_06900
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	40230	41387	-	WP_035496465.1	WP_035496465.1		chloride channel protein			HF965_RS06900	1158	385	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	41451	42359	-							HF965_RS06905	909		old_locus_tag=HF965_06905
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	41451	42359	-	WP_031553107.1	WP_031553107.1		YitT family protein			HF965_RS06905	909	302	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	42547	43065	+					pssA		HF965_RS06910	519		old_locus_tag=HF965_06910
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	42547	43065	+	WP_031553109.1	WP_031553109.1		CDP-diacylglycerol--serine O-phosphatidyltransferase	pssA		HF965_RS06910	519	172	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	43106	43870	-							HF965_RS06915	765		old_locus_tag=HF965_06915
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	43106	43870	-	WP_031553113.1	WP_031553113.1		alpha/beta hydrolase			HF965_RS06915	765	254	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	44011	45261	+							HF965_RS06920	1251		old_locus_tag=HF965_06920
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	44011	45261	+	WP_031553116.1	WP_031553116.1		peptidoglycan bridge formation glycyltransferase FemA/FemB family protein			HF965_RS06920	1251	416	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	45310	45957	-					clpP		HF965_RS06925	648		old_locus_tag=HF965_06925
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	45310	45957	-	WP_006364855.1	WP_006364855.1		ATP-dependent Clp endopeptidase proteolytic subunit ClpP	clpP		HF965_RS06925	648	215	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	46031	48292	-					gshAB		HF965_RS06930	2262		old_locus_tag=HF965_06930
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	46031	48292	-	WP_031553120.1	WP_031553120.1		bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB	gshAB		HF965_RS06930	2262	753	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	48486	49778	+							HF965_RS06935	1293		old_locus_tag=HF965_06935
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	48486	49778	+	WP_031553123.1	WP_031553123.1		cytidine deaminase			HF965_RS06935	1293	430	
gene	tRNA	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	49872	49943	-							HF965_RS06940	72		old_locus_tag=HF965_06940
tRNA		GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	49872	49943	-				tRNA-Glu			HF965_RS06940	72		anticodon=TTC
gene	tRNA	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	49986	50058	-							HF965_RS06945	73		old_locus_tag=HF965_06945
tRNA		GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	49986	50058	-				tRNA-Lys			HF965_RS06945	73		anticodon=TTT
gene	tRNA	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50060	50135	-							HF965_RS06950	76		old_locus_tag=HF965_06950
tRNA		GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50060	50135	-				tRNA-Gln			HF965_RS06950	76		anticodon=TTG
gene	tRNA	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50145	50228	-							HF965_RS06955	84		old_locus_tag=HF965_06955
tRNA		GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50145	50228	-				tRNA-Tyr			HF965_RS06955	84		anticodon=GTA
gene	tRNA	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50242	50317	-							HF965_RS06960	76		old_locus_tag=HF965_06960
tRNA		GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50242	50317	-				tRNA-Val			HF965_RS06960	76		anticodon=TAC
gene	tRNA	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50325	50399	-							HF965_RS06965	75		old_locus_tag=HF965_06965
tRNA		GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50325	50399	-				tRNA-Glu			HF965_RS06965	75		anticodon=TTC
gene	tRNA	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50406	50482	-							HF965_RS06970	77		old_locus_tag=HF965_06970
tRNA		GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50406	50482	-				tRNA-Asn			HF965_RS06970	77		anticodon=GTT
gene	rRNA	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50519	50633	-					rrf		HF965_RS06975	115		old_locus_tag=HF965_06975
rRNA		GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000010.1	50519	50633	-				5S ribosomal RNA	rrf		HF965_RS06975	115		
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	209	1906	-							HF965_RS06980	1698		old_locus_tag=HF965_06980
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	209	1906	-	WP_168421666.1	WP_168421666.1		hypothetical protein			HF965_RS06980	1698	565	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	2162	3373	+							HF965_RS06985	1212		old_locus_tag=HF965_06985
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	2162	3373	+	WP_051618983.1	WP_051618983.1		hypothetical protein			HF965_RS06985	1212	403	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	3560	4999	+							HF965_RS06990	1440		old_locus_tag=HF965_06990
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	3560	4999	+	WP_031553258.1	WP_031553258.1		glycosyltransferase family 4 protein			HF965_RS06990	1440	479	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	5202	6035	+							HF965_RS06995	834		old_locus_tag=HF965_06995
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	5202	6035	+	WP_031553261.1	WP_031553261.1		LPXTG cell wall anchor domain-containing protein			HF965_RS06995	834	277	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	6326	7282	+							HF965_RS07000	957		old_locus_tag=HF965_07000
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	6326	7282	+	WP_035496487.1	WP_035496487.1		LPXTG cell wall anchor domain-containing protein			HF965_RS07000	957	318	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	7529	8269	+							HF965_RS07005	741		old_locus_tag=HF965_07005
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	7529	8269	+	WP_031553264.1	WP_031553264.1		DeoR/GlpR family DNA-binding transcription regulator			HF965_RS07005	741	246	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	8321	9202	+							HF965_RS07010	882		old_locus_tag=HF965_07010
CDS	with_protein	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	8321	9202	+	WP_210727764.1	WP_210727764.1		1-phosphofructokinase family hexose kinase			HF965_RS07010	882	293	
gene	protein_coding	GCF_012396635.1	Primary Assembly	unplaced scaffold		NZ_JAAXPT010000011.1	9236	11176	+							HF965_RS07015	1941		old_locus_tag=HF965_07015
