# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	5681	5884	-							IR085_RS06245	204		old_locus_tag=IR085_06240
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	5681	5884	-	WP_179941573.1	WP_179941573.1		hypothetical protein			IR085_RS06245	204	67	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	5917	6687	-							IR085_RS06250	771		old_locus_tag=IR085_06245
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	5917	6687	-	WP_179941574.1	WP_179941574.1		RNA-binding protein			IR085_RS06250	771	256	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	6691	6975	-							IR085_RS06255	285		old_locus_tag=IR085_06250
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	6691	6975	-	WP_179941575.1	WP_179941575.1		YggT family protein			IR085_RS06255	285	94	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	6977	7402	-							IR085_RS06260	426		old_locus_tag=IR085_06255
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	6977	7402	-	WP_179941576.1	WP_179941576.1		cell division protein SepF			IR085_RS06260	426	141	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	7579	8253	+							IR085_RS06265	675		old_locus_tag=IR085_06260
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	7579	8253	+	WP_179941577.1	WP_179941577.1		copper homeostasis protein CutC			IR085_RS06265	675	224	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	8317	9198	-							IR085_RS06270	882		old_locus_tag=IR085_06265
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	8317	9198	-	WP_179941578.1	WP_179941578.1		sulfite exporter TauE/SafE family protein			IR085_RS06270	882	293	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	9212	10228	-							IR085_RS06275	1017		old_locus_tag=IR085_06270
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	9212	10228	-	WP_179941579.1	WP_179941579.1		proline racemase family protein			IR085_RS06275	1017	338	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	10255	10725	-							IR085_RS06280	471		old_locus_tag=IR085_06275
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	10255	10725	-	WP_179941580.1	WP_179941580.1		proline reductase			IR085_RS06280	471	156	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	10742	11542	-					prdD		IR085_RS06285	801		old_locus_tag=IR085_06280
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	10742	11542	-	WP_228098647.1	WP_228098647.1		proline reductase cluster protein PrdD	prdD		IR085_RS06285	801	266	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	11625	11876	-							IR085_RS09530	252		
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	11625	11876	-	WP_218926377.1	WP_218926377.1		hypothetical protein			IR085_RS09530	252	83	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	11898	12350	-							IR085_RS09535	453		
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	11898	12350	-	WP_218926378.1	WP_218926378.1		hypothetical protein			IR085_RS09535	453	150	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	12374	12655	-							IR085_RS06295	282		old_locus_tag=IR085_06290
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	12374	12655	-	WP_179941582.1	WP_179941582.1		hypothetical protein			IR085_RS06295	282	93	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	12661	14598	-					prdA		IR085_RS06300	1938		old_locus_tag=IR085_06295
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	12661	14598	-	WP_179941583.1	WP_179941583.1		D-proline reductase (dithiol) proprotein PrdA	prdA		IR085_RS06300	1938	645	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	14738	15925	-					prdC		IR085_RS06305	1188		old_locus_tag=IR085_06300
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	14738	15925	-	WP_218926379.1	WP_218926379.1		proline reductase-associated electron transfer protein PrdC	prdC		IR085_RS06305	1188	395	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	16393	17577	+							IR085_RS06310	1185		old_locus_tag=IR085_06305
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	16393	17577	+	WP_179941585.1	WP_179941585.1		acetyl-CoA C-acetyltransferase			IR085_RS06310	1185	394	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	17596	18762	+							IR085_RS06315	1167		old_locus_tag=IR085_06310
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	17596	18762	+	WP_179941586.1	WP_179941586.1		hydroxymethylglutaryl-CoA synthase			IR085_RS06315	1167	388	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	18916	20187	+							IR085_RS06320	1272		old_locus_tag=IR085_06315
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	18916	20187	+	WP_179941587.1	WP_179941587.1		hydroxymethylglutaryl-CoA reductase, degradative			IR085_RS06320	1272	423	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	20284	22212	-							IR085_RS06325	1929		old_locus_tag=IR085_06320
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	20284	22212	-	WP_179941588.1	WP_179941588.1		fructose-specific PTS transporter subunit EIIC			IR085_RS06325	1929	642	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	22224	23141	-							IR085_RS06330	918		old_locus_tag=IR085_06325
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	22224	23141	-	WP_179941589.1	WP_179941589.1		1-phosphofructokinase family hexose kinase			IR085_RS06330	918	305	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	23141	23890	-							IR085_RS06335	750		old_locus_tag=IR085_06330
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	23141	23890	-	WP_179941590.1	WP_179941590.1		DeoR/GlpR family DNA-binding transcription regulator			IR085_RS06335	750	249	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	24038	24850	-							IR085_RS06340	813		old_locus_tag=IR085_06335
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	24038	24850	-	WP_179941591.1	WP_179941591.1		M15 family metallopeptidase			IR085_RS06340	813	270	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	24864	25850	-							IR085_RS06345	987		old_locus_tag=IR085_06340
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	24864	25850	-	WP_179941592.1	WP_179941592.1		putative sulfate exporter family transporter			IR085_RS06345	987	328	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	25957	27000	-							IR085_RS06350	1044		old_locus_tag=IR085_06345
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	25957	27000	-	WP_179941593.1	WP_179941593.1		LLM class flavin-dependent oxidoreductase			IR085_RS06350	1044	347	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	27256	28410	-							IR085_RS06355	1155		old_locus_tag=IR085_06350
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	27256	28410	-	WP_179941594.1	WP_179941594.1		hypothetical protein			IR085_RS06355	1155	384	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	28738	29487	-							IR085_RS06360	750		old_locus_tag=IR085_06355
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	28738	29487	-	WP_179941595.1	WP_179941595.1		DeoR/GlpR family DNA-binding transcription regulator			IR085_RS06360	750	249	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	29506	30225	-							IR085_RS06365	720		old_locus_tag=IR085_06360
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	29506	30225	-	WP_179941596.1	WP_179941596.1		YebC/PmpR family DNA-binding transcriptional regulator			IR085_RS06365	720	239	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	30377	31063	-							IR085_RS06370	687		old_locus_tag=IR085_06365
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	30377	31063	-	WP_179941597.1	WP_179941597.1		hypothetical protein			IR085_RS06370	687	228	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	31117	31632	-							IR085_RS06375	516		old_locus_tag=IR085_06370
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	31117	31632	-	WP_179941598.1	WP_179941598.1		sigma-70 family RNA polymerase sigma factor			IR085_RS06375	516	171	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	31788	32663	-							IR085_RS06380	876		old_locus_tag=IR085_06375
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	31788	32663	-	WP_179941599.1	WP_179941599.1		DMT family transporter			IR085_RS06380	876	291	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	32748	32975	-							IR085_RS06385	228		old_locus_tag=IR085_06380
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	32748	32975	-	WP_228098648.1	WP_228098648.1		phage holin family protein			IR085_RS06385	228	75	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	33107	34921	-							IR085_RS06390	1815		old_locus_tag=IR085_06385
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	33107	34921	-	WP_179941600.1	WP_179941600.1		ABC transporter substrate-binding protein			IR085_RS06390	1815	604	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	35344	37152	-							IR085_RS06395	1809		old_locus_tag=IR085_06390
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	35344	37152	-	WP_179941601.1	WP_179941601.1		ABC transporter substrate-binding protein			IR085_RS06395	1809	602	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	37440	38345	-							IR085_RS06400	906		old_locus_tag=IR085_06395
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	37440	38345	-	WP_179941602.1	WP_179941602.1		ABC transporter permease			IR085_RS06400	906	301	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	38357	39322	-							IR085_RS06405	966		old_locus_tag=IR085_06400
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	38357	39322	-	WP_179941603.1	WP_179941603.1		ABC transporter permease			IR085_RS06405	966	321	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	39322	40254	-							IR085_RS06410	933		old_locus_tag=IR085_06405
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	39322	40254	-	WP_179941604.1	WP_179941604.1		ATP-binding cassette domain-containing protein			IR085_RS06410	933	310	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	40254	41252	-							IR085_RS06415	999		old_locus_tag=IR085_06410
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	40254	41252	-	WP_218926380.1	WP_218926380.1		ATP-binding cassette domain-containing protein			IR085_RS06415	999	332	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	41421	42203	-							IR085_RS06420	783		old_locus_tag=IR085_06415
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	41421	42203	-	WP_179941606.1	WP_179941606.1		MBL fold metallo-hydrolase			IR085_RS06420	783	260	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	42261	42503	-							IR085_RS06425	243		old_locus_tag=IR085_06420
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	42261	42503	-	WP_179941607.1	WP_179941607.1		hypothetical protein			IR085_RS06425	243	80	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	42800	42967	+							IR085_RS06430	168		old_locus_tag=IR085_06425
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000013.1	42800	42967	+	WP_179941608.1	WP_179941608.1		hypothetical protein			IR085_RS06430	168	55	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000140.1	1	409	-							IR085_RS08750	409		partial;old_locus_tag=IR085_08750
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000140.1	1	409	-	WP_179942003.1	WP_179942003.1		5'-nucleotidase C-terminal domain-containing protein			IR085_RS08750	409	136	partial
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000141.1	71	409	+							IR085_RS08755	339		partial;old_locus_tag=IR085_08755
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000141.1	71	409	+	WP_218926415.1	WP_218926415.1		hypothetical protein			IR085_RS08755	339	113	partial
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000143.1	61	407	+							IR085_RS08760	347		partial;old_locus_tag=IR085_08760
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000143.1	61	407	+	WP_179942004.1	WP_179942004.1		hypothetical protein			IR085_RS08760	347	115	partial
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000144.1	1	406	-							IR085_RS08765	406		partial;old_locus_tag=IR085_08765
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000144.1	1	406	-	WP_179942005.1	WP_179942005.1		FIVAR domain-containing protein			IR085_RS08765	406	135	partial
gene	pseudogene	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000146.1	35	406	+							IR085_RS08770	372		partial;pseudo;old_locus_tag=IR085_08770
CDS	without_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000146.1	35	406	+				DNA gyrase subunit A			IR085_RS08770	372		partial;pseudo
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000147.1	1	406	+							IR085_RS08775	406		partial;old_locus_tag=IR085_08775
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000147.1	1	406	+	WP_179942006.1	WP_179942006.1		ABC transporter permease subunit			IR085_RS08775	406	135	partial
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000148.1	1	358	+							IR085_RS08780	358		partial;old_locus_tag=IR085_08780
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000148.1	1	358	+	WP_218926416.1	WP_218926416.1		hypothetical protein			IR085_RS08780	358	118	partial
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	1	1106	-							IR085_RS06435	1106		partial;old_locus_tag=IR085_06430
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	1	1106	-	WP_179941637.1	WP_179941637.1		G5 domain-containing protein			IR085_RS06435	1106	368	partial
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	1317	2333	-							IR085_RS06440	1017		old_locus_tag=IR085_06435
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	1317	2333	-	WP_179941611.1	WP_179941611.1		winged helix-turn-helix domain-containing protein			IR085_RS06440	1017	338	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	2343	3608	-							IR085_RS06445	1266		old_locus_tag=IR085_06440
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	2343	3608	-	WP_179941612.1	WP_179941612.1		MFS transporter			IR085_RS06445	1266	421	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	3793	4860	+					hemH		IR085_RS06450	1068		old_locus_tag=IR085_06445
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	3793	4860	+	WP_179941613.1	WP_179941613.1		ferrochelatase	hemH		IR085_RS06450	1068	355	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	5456	6388	-							IR085_RS06455	933		old_locus_tag=IR085_06450
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	5456	6388	-	WP_179941614.1	WP_179941614.1		DUF561 domain-containing protein			IR085_RS06455	933	310	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	6519	8525	-							IR085_RS06460	2007		old_locus_tag=IR085_06455
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	6519	8525	-	WP_179941615.1	WP_179941615.1		FtsX-like permease family protein			IR085_RS06460	2007	668	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	8518	9282	-							IR085_RS06465	765		old_locus_tag=IR085_06460
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	8518	9282	-	WP_179941616.1	WP_179941616.1		ABC transporter ATP-binding protein			IR085_RS06465	765	254	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	9706	9966	+							IR085_RS06470	261		old_locus_tag=IR085_06465
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	9706	9966	+	WP_179941617.1	WP_179941617.1		hypothetical protein			IR085_RS06470	261	86	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	9977	10237	+							IR085_RS06475	261		old_locus_tag=IR085_06470
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	9977	10237	+	WP_179941618.1	WP_179941618.1		hypothetical protein			IR085_RS06475	261	86	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	10316	11158	-							IR085_RS06480	843		old_locus_tag=IR085_06475
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	10316	11158	-	WP_179941619.1	WP_179941619.1		DegV family protein			IR085_RS06480	843	280	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	11363	11629	+							IR085_RS06485	267		old_locus_tag=IR085_06480
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	11363	11629	+	WP_179941620.1	WP_179941620.1		PbsX family transcriptional regulator			IR085_RS06485	267	88	
gene	pseudogene	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	11639	11956	+							IR085_RS06490	318		partial;pseudo;old_locus_tag=IR085_06485
CDS	without_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	11639	11956	+				type II toxin-antitoxin system PemK/MazF family toxin			IR085_RS06490	318		partial;pseudo
gene	pseudogene	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	13056	13718	+							IR085_RS06495	663		partial;pseudo;old_locus_tag=IR085_06495
CDS	without_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	13056	13718	+				single-stranded DNA-binding protein			IR085_RS06495	663		partial;pseudo
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	13825	14424	+							IR085_RS06500	600		old_locus_tag=IR085_06500
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	13825	14424	+	WP_179941622.1	WP_179941622.1		abortive infection protein			IR085_RS06500	600	199	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	14421	15275	+							IR085_RS06505	855		old_locus_tag=IR085_06505
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	14421	15275	+	WP_179941623.1	WP_179941623.1		nucleotidyl transferase AbiEii/AbiGii toxin family protein			IR085_RS06505	855	284	
gene	pseudogene	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	15346	15717	-							IR085_RS06510	372		partial;pseudo;old_locus_tag=IR085_06510
CDS	without_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	15346	15717	-				endonuclease			IR085_RS06510	372		partial;pseudo
gene	pseudogene	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	15769	16260	-					istB		IR085_RS06515	492		partial;pseudo;old_locus_tag=IR085_06515
CDS	without_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	15769	16260	-				IS21-like element helper ATPase IstB	istB		IR085_RS06515	492		partial;pseudo
gene	pseudogene	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	16374	17774	+							IR085_RS06520	1401		pseudo;old_locus_tag=IR085_06520
CDS	without_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	16374	17774	+				IS3 family transposase			IR085_RS06520	1401		pseudo
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	17843	18823	-							IR085_RS06525	981		old_locus_tag=IR085_06525
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	17843	18823	-	WP_179941625.1	WP_179941625.1		sensor histidine kinase			IR085_RS06525	981	326	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	18823	19491	-							IR085_RS06530	669		old_locus_tag=IR085_06530
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	18823	19491	-	WP_179941626.1	WP_179941626.1		response regulator transcription factor			IR085_RS06530	669	222	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	19520	20902	-					mnmE		IR085_RS06535	1383		old_locus_tag=IR085_06535
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	19520	20902	-	WP_179941627.1	WP_179941627.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE		IR085_RS06535	1383	460	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	21073	21441	-							IR085_RS06540	369		old_locus_tag=IR085_06540
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	21073	21441	-	WP_179941628.1	WP_179941628.1		response regulator			IR085_RS06540	369	122	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	21450	22277	-							IR085_RS06545	828		old_locus_tag=IR085_06545
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	21450	22277	-	WP_179941629.1	WP_179941629.1		Jag N-terminal domain-containing protein			IR085_RS06545	828	275	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	22277	22627	-					rnpA		IR085_RS06550	351		old_locus_tag=IR085_06550
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	22277	22627	-	WP_179941630.1	WP_179941630.1		ribonuclease P protein component	rnpA		IR085_RS06550	351	116	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	22774	22908	-					rpmH		IR085_RS06555	135		old_locus_tag=IR085_06555
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	22774	22908	-	WP_003144116.1	WP_003144116.1		50S ribosomal protein L34	rpmH		IR085_RS06555	135	44	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	23371	24840	+					dnaA		IR085_RS06560	1470		old_locus_tag=IR085_06560
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	23371	24840	+	WP_179941631.1	WP_179941631.1		chromosomal replication initiator protein DnaA	dnaA		IR085_RS06560	1470	489	
gene	protein_coding	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	24992	26131	+					dnaN		IR085_RS06565	1140		old_locus_tag=IR085_06565
CDS	with_protein	GCF_015234765.1	Primary Assembly	unplaced scaffold		NZ_JADGKN010000014.1	24992	26131	+	WP_179941632.1	WP_179941632.1		DNA polymerase III subunit beta	dnaN		IR085_RS06565	1140	379	
