# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	46485	46682	+							HMPREF3186_00546	198		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	46485	46682	+	KXB61979.1			hypothetical protein			HMPREF3186_00546	198	65	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	46805	46990	+							HMPREF3186_00547	186		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	46805	46990	+	KXB61980.1			hypothetical protein			HMPREF3186_00547	186	61	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	47180	47899	+							HMPREF3186_00548	720		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	47180	47899	+	KXB61981.1			metallo-beta-lactamase domain protein			HMPREF3186_00548	720	239	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	47906	48529	+							HMPREF3186_00549	624		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	47906	48529	+	KXB61982.1			nodulation efficiency protein D			HMPREF3186_00549	624	207	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	48551	49540	+							HMPREF3186_00550	990		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	48551	49540	+	KXB61983.1			hypothetical protein			HMPREF3186_00550	990	329	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	49564	50043	+							HMPREF3186_00551	480		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	49564	50043	+	KXB61984.1			putative phage shock protein B			HMPREF3186_00551	480	159	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	50040	50369	+							HMPREF3186_00552	330		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	50040	50369	+	KXB61985.1			hypothetical protein			HMPREF3186_00552	330	109	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	50432	50935	+							HMPREF3186_00553	504		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	50432	50935	+	KXB61986.1			hypothetical protein			HMPREF3186_00553	504	167	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	50987	52291	+							HMPREF3186_00554	1305		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	50987	52291	+	KXB61987.1			pyrimidine-nucleoside phosphorylase			HMPREF3186_00554	1305	434	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	52302	52940	+							HMPREF3186_00555	639		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	52302	52940	+	KXB61988.1			deoxyribose-phosphate aldolase			HMPREF3186_00555	639	212	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	53571	54742	+							HMPREF3186_00556	1172		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	53571	54742	+	KXB61820.1			signal peptide protein, YSIRK family			HMPREF3186_00556	1172	390	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	54843	55111	+							HMPREF3186_00557	269		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	54843	55111	+	KXB61720.1			hypothetical protein			HMPREF3186_00557	269	90	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	55212	59561	+							HMPREF3186_00558	4350		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	55212	59561	+	KXB61572.1			M26 IgA1-specific Metallo-endopeptidase region			HMPREF3186_00558	4350	1449	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	60084	61415	+							HMPREF3186_00559	1332		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	60084	61415	+	KXB61573.1			putative DEAD-box ATP-dependent RNA helicase CshB			HMPREF3186_00559	1332	443	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	61415	62290	+							HMPREF3186_00560	876		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	61415	62290	+	KXB61574.1			apurinic endonuclease			HMPREF3186_00560	876	291	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	62310	62759	+							HMPREF3186_00561	450		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	62310	62759	+	KXB61575.1			transcriptional regulator, Fur family			HMPREF3186_00561	450	149	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	62759	63682	+							HMPREF3186_00562	924		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	62759	63682	+	KXB61576.1			tRNA pseudouridine synthase B			HMPREF3186_00562	924	307	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	63687	64610	+							HMPREF3186_00563	924		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	63687	64610	+	KXB61577.1			riboflavin biosynthesis protein RibF			HMPREF3186_00563	924	307	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	64751	65038	+							HMPREF3186_00564	288		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959936.1	64751	65038	+	KXB61578.1			ribosomal protein S15			HMPREF3186_00564	288	95	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	1	2837	-							HMPREF3186_00565	2837		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	1	2837	-	KXB61445.1			iron transport-associated domain protein			HMPREF3186_00565	2837	945	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	3050	3841	-							HMPREF3186_00566	792		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	3050	3841	-	KXB61446.1			LPXTG-motif protein cell wall anchor domain protein			HMPREF3186_00566	792	263	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	3881	4243	-							HMPREF3186_00567	363		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	3881	4243	-	KXB61447.1			hypothetical protein			HMPREF3186_00567	363	120	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	4759	5439	+							HMPREF3186_00568	681		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	4759	5439	+	KXB61448.1			TENA/THI-4 family protein			HMPREF3186_00568	681	226	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	5443	6240	+							HMPREF3186_00569	798		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	5443	6240	+	KXB61449.1			phosphomethylpyrimidine kinase			HMPREF3186_00569	798	265	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	6243	7025	+							HMPREF3186_00570	783		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	6243	7025	+	KXB61450.1			hydroxyethylthiazole kinase			HMPREF3186_00570	783	260	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	7027	7659	+							HMPREF3186_00571	633		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	7027	7659	+	KXB61451.1			thiamine-phosphate diphosphorylase			HMPREF3186_00571	633	210	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	7838	8608	+							HMPREF3186_00572	771		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	7838	8608	+	KXB61452.1			hypothetical protein			HMPREF3186_00572	771	256	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	9079	9936	+							HMPREF3186_00573	858		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959937.1	9079	9936	+	KXB61453.1			NLPA lipoprotein			HMPREF3186_00573	858	285	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	161	1327	-							HMPREF3186_00574	1167		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	161	1327	-	KXB61384.1			DltD protein			HMPREF3186_00574	1167	388	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	1332	1565	-							HMPREF3186_00575	234		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	1332	1565	-	KXB61385.1			D-alanine--poly(phosphoribitol) ligase, subunit 2			HMPREF3186_00575	234	77	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	1587	2744	-							HMPREF3186_00576	1158		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	1587	2744	-	KXB61386.1			putative protein DltB			HMPREF3186_00576	1158	385	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	2746	4248	-							HMPREF3186_00577	1503		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	2746	4248	-	KXB61387.1			putative D-alanine--poly(phosphoribitol) ligase, subunit 1			HMPREF3186_00577	1503	500	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	4464	8309	-							HMPREF3186_00578	3846		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	4464	8309	-	KXB61388.1			hypothetical protein			HMPREF3186_00578	3846	1281	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	8336	11362	-							HMPREF3186_00579	3027		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	8336	11362	-	KXB61389.1			exonuclease SbcCD, C subunit			HMPREF3186_00579	3027	1008	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	11349	12488	-							HMPREF3186_00580	1140		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	11349	12488	-	KXB61390.1			exonuclease SbcCD, D subunit			HMPREF3186_00580	1140	379	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	12672	13964	-							HMPREF3186_00581	1293		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	12672	13964	-	KXB61391.1			RIP metalloprotease RseP			HMPREF3186_00581	1293	430	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	13985	14758	-							HMPREF3186_00582	774		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	13985	14758	-	KXB61392.1			phosphatidate cytidylyltransferase			HMPREF3186_00582	774	257	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	14748	15512	-							HMPREF3186_00583	765		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	14748	15512	-	KXB61393.1			di-trans,poly-cis-decaprenylcistransferase			HMPREF3186_00583	765	254	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	15903	17114	+							HMPREF3186_00584	1212		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959938.1	15903	17114	+	KXB61394.1			transporter, major facilitator family protein			HMPREF3186_00584	1212	403	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959939.1	1	1021	-							HMPREF3186_00585	1021		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959939.1	1	1021	-	KXB61367.1			transposase			HMPREF3186_00585	1021	340	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	97	423	-							HMPREF3186_00586	327		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	97	423	-	KXB61351.1			hypothetical protein			HMPREF3186_00586	327	108	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	456	1130	-							HMPREF3186_00587	675		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	456	1130	-	KXB61352.1			ribose 5-phosphate isomerase A			HMPREF3186_00587	675	224	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	1167	2420	-							HMPREF3186_00588	1254		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	1167	2420	-	KXB61353.1			tyrosine--tRNA ligase			HMPREF3186_00588	1254	417	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	2879	5233	+							HMPREF3186_00589	2355		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	2879	5233	+	KXB61354.1			transglycosylase			HMPREF3186_00589	2355	784	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	5291	6577	-							HMPREF3186_00590	1287		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	5291	6577	-	KXB61355.1			hypothetical protein			HMPREF3186_00590	1287	428	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	6685	7785	-							HMPREF3186_00591	1101		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	6685	7785	-	KXB61356.1			GTP-binding protein YchF			HMPREF3186_00591	1101	366	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	8057	8905	+							HMPREF3186_00592	849		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	8057	8905	+	KXB61357.1			glyoxalase family protein			HMPREF3186_00592	849	282	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	9051	9599	+							HMPREF3186_00593	549		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	9051	9599	+	KXB61358.1			SNARE-like domain protein			HMPREF3186_00593	549	182	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	9647	9832	-							HMPREF3186_00594	186		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	9647	9832	-	KXB61359.1			hypothetical protein			HMPREF3186_00594	186	61	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	9844	10707	-							HMPREF3186_00595	864		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	9844	10707	-	KXB61360.1			transporter, small conductance mechanosensitive ion channel MscS family protein			HMPREF3186_00595	864	287	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	10710	11570	-							HMPREF3186_00596	861		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	10710	11570	-	KXB61361.1			putative stage 0 sporulation protein J			HMPREF3186_00596	861	286	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	11563	12324	-							HMPREF3186_00597	762		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	11563	12324	-	KXB61362.1			sporulation initiation inhibitor protein Soj			HMPREF3186_00597	762	253	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	12299	13183	-							HMPREF3186_00598	885		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	12299	13183	-	KXB61363.1			putative nucleoid occlusion protein			HMPREF3186_00598	885	294	
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	13376	13446	-							HMPREF3186_00599	71		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	13376	13446	-				tRNA-Trp			HMPREF3186_00599	71		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	13640	13715	-							HMPREF3186_00600	76		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	13640	13715	-				tRNA-Asp			HMPREF3186_00600	76		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	13728	13801	-							HMPREF3186_00601	74		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	13728	13801	-				tRNA-Met			HMPREF3186_00601	74		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	13812	13904	-							HMPREF3186_00602	93		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	13812	13904	-				tRNA-Ser			HMPREF3186_00602	93		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	13913	13989	-							HMPREF3186_00603	77		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	13913	13989	-				tRNA-Met			HMPREF3186_00603	77		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14018	14094	-							HMPREF3186_00604	77		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14018	14094	-				tRNA-Met			HMPREF3186_00604	77		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14122	14197	-							HMPREF3186_00605	76		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14122	14197	-				tRNA-Ala			HMPREF3186_00605	76		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14227	14303	-							HMPREF3186_00606	77		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14227	14303	-				tRNA-Pro			HMPREF3186_00606	77		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14314	14390	-							HMPREF3186_00607	77		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14314	14390	-				tRNA-Arg			HMPREF3186_00607	77		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14399	14485	-							HMPREF3186_00608	87		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14399	14485	-				tRNA-Leu			HMPREF3186_00608	87		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14500	14574	-							HMPREF3186_00609	75		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14500	14574	-				tRNA-Gly			HMPREF3186_00609	75		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14588	14672	-							HMPREF3186_00610	85		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14588	14672	-				tRNA-Leu			HMPREF3186_00610	85		
gene	tRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14680	14755	-							HMPREF3186_00611	76		
tRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959940.1	14680	14755	-				tRNA-Lys			HMPREF3186_00611	76		
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	1	234	+							HMPREF3186_00612	234		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	1	234	+	KXB61324.1			element, Orf1 family protein, IS66 family			HMPREF3186_00612	234	77	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	303	626	+							HMPREF3186_00613	324		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	303	626	+	KXB61325.1			hypothetical protein			HMPREF3186_00613	324	107	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	704	1648	-							HMPREF3186_00614	945		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	704	1648	-	KXB61326.1			radical SAM domain protein			HMPREF3186_00614	945	314	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	1656	1994	-							HMPREF3186_00615	339		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	1656	1994	-	KXB61327.1			alkylhydroperoxidase AhpD family core domain protein			HMPREF3186_00615	339	112	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	2137	2820	-							HMPREF3186_00616	684		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	2137	2820	-	KXB61328.1			glycosyltransferase, group 2 family protein			HMPREF3186_00616	684	227	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	3059	3454	+							HMPREF3186_00617	396		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	3059	3454	+	KXB61329.1			transcriptional regulator, GntR family			HMPREF3186_00617	396	131	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	3438	4151	+							HMPREF3186_00618	714		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	3438	4151	+	KXB61330.1			ABC transporter, ATP-binding protein			HMPREF3186_00618	714	237	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	4144	4965	+							HMPREF3186_00619	822		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	4144	4965	+	KXB61331.1			hypothetical protein			HMPREF3186_00619	822	273	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	5127	5819	-							HMPREF3186_00620	693		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	5127	5819	-	KXB61332.1			ribosomal protein L1			HMPREF3186_00620	693	230	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	5833	6258	-							HMPREF3186_00621	426		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	5833	6258	-	KXB61333.1			ribosomal protein L11			HMPREF3186_00621	426	141	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	6728	8281	+							HMPREF3186_00622	1554		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	6728	8281	+	KXB61334.1			YmdA/YtgF family protein			HMPREF3186_00622	1554	517	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	8956	9741	+							HMPREF3186_00623	786		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959941.1	8956	9741	+	KXB61335.1			formate/nitrite transporter			HMPREF3186_00623	786	261	
gene	rRNA	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959942.1	58	1602	-							HMPREF3186_00624	1545		
rRNA		GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959942.1	58	1602	-				16S ribosomal RNA			HMPREF3186_00624	1545		
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959943.1	1	980	-							HMPREF3186_00625	980		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959943.1	1	980	-	KXB61315.1			signal peptide protein, YSIRK family			HMPREF3186_00625	980	326	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959943.1	1845	4085	+							HMPREF3186_00626	2241		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959943.1	1845	4085	+	KXB61316.1			5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase			HMPREF3186_00626	2241	746	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959943.1	4095	5936	+							HMPREF3186_00627	1842		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959943.1	4095	5936	+	KXB61317.1			homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase protein			HMPREF3186_00627	1842	613	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959943.1	6004	6357	-							HMPREF3186_00628	354		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959943.1	6004	6357	-	KXB61318.1			hypothetical protein			HMPREF3186_00628	354	117	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959943.1	6575	8730	-							HMPREF3186_00629	2156		partial
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959943.1	6575	8730	-	KXB61319.1			Rib/alpha-like repeat protein			HMPREF3186_00629	2156	717	partial
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	37	297	-							HMPREF3186_00630	261		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	37	297	-	KXB61217.1			TM2 domain protein			HMPREF3186_00630	261	86	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	461	847	-							HMPREF3186_00631	387		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	461	847	-	KXB61218.1			rhodanese-like protein			HMPREF3186_00631	387	128	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	969	1724	+							HMPREF3186_00632	756		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	969	1724	+	KXB61219.1			RNA methyltransferase, TrmH family			HMPREF3186_00632	756	251	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	1793	2746	+							HMPREF3186_00633	954		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	1793	2746	+	KXB61220.1			magnesium and cobalt transport protein CorA			HMPREF3186_00633	954	317	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	2769	2975	+							HMPREF3186_00634	207		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	2769	2975	+	KXB61221.1			hypothetical protein			HMPREF3186_00634	207	68	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	2996	4144	+							HMPREF3186_00635	1149		
CDS	with_protein	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	2996	4144	+	KXB61222.1			hypothetical protein			HMPREF3186_00635	1149	382	
gene	protein_coding	GCA_001553035.1	Primary Assembly	unplaced scaffold		KQ959944.1	4354	4776	+							HMPREF3186_00636	423		
