# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	4011	5096	+							HMPREF1871_00287	1086		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	4011	5096	+	KXB58523.1			RNA polymerase sigma factor RpoD			HMPREF1871_00287	1086	361	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	5361	5825	-							HMPREF1871_00288	465		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	5361	5825	-	KXB58524.1			GAF domain protein			HMPREF1871_00288	465	154	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	5936	6775	+							HMPREF1871_00289	840		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	5936	6775	+	KXB58525.1			ribosomal RNA large subunit methyltransferase J			HMPREF1871_00289	840	279	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	6788	8488	+							HMPREF1871_00290	1701		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	6788	8488	+	KXB58526.1			DNA repair protein RecN			HMPREF1871_00290	1701	566	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	8478	9362	+							HMPREF1871_00291	885		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	8478	9362	+	KXB58527.1			ribosome small subunit-dependent GTPase A			HMPREF1871_00291	885	294	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	9365	10009	+							HMPREF1871_00292	645		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	9365	10009	+	KXB58528.1			ribulose-phosphate 3-epimerase			HMPREF1871_00292	645	214	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	10012	10644	+							HMPREF1871_00293	633		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	10012	10644	+	KXB58529.1			thiamine diphosphokinase			HMPREF1871_00293	633	210	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	10654	11505	+							HMPREF1871_00294	852		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	10654	11505	+	KXB58530.1			hypothetical protein			HMPREF1871_00294	852	283	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	11502	11852	+							HMPREF1871_00295	351		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	11502	11852	+	KXB58531.1			hypothetical protein			HMPREF1871_00295	351	116	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	11991	13370	+							HMPREF1871_00296	1380		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	11991	13370	+	KXB58532.1			cytochrome d ubiquinol oxidase, subunit I			HMPREF1871_00296	1380	459	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	13372	14400	+							HMPREF1871_00297	1029		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	13372	14400	+	KXB58533.1			cytochrome d ubiquinol oxidase, subunit II			HMPREF1871_00297	1029	342	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	14404	16119	+							HMPREF1871_00298	1716		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	14404	16119	+	KXB58534.1			putative thiol reductant ABC exporter, CydD subunit			HMPREF1871_00298	1716	571	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	16097	17845	+							HMPREF1871_00299	1749		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	16097	17845	+	KXB58535.1			thiol reductant ABC exporter, CydC subunit			HMPREF1871_00299	1749	582	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	17919	18695	+							HMPREF1871_00300	777		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	17919	18695	+	KXB58536.1			tRNA pseudouridine synthase A			HMPREF1871_00300	777	258	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	18832	20559	+							HMPREF1871_00301	1728		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	18832	20559	+	KXB58537.1			septation ring formation regulator EzrA			HMPREF1871_00301	1728	575	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	20833	22035	+							HMPREF1871_00302	1203		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	20833	22035	+	KXB58538.1			pyridine nucleotide-disulfide oxidoreductase			HMPREF1871_00302	1203	400	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	22120	23736	+							HMPREF1871_00303	1617		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	22120	23736	+	KXB58539.1			aminotransferase, class V			HMPREF1871_00303	1617	538	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	23736	23954	+							HMPREF1871_00304	219		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	23736	23954	+	KXB58540.1			hypothetical protein			HMPREF1871_00304	219	72	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	23947	25617	+							HMPREF1871_00305	1671		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	23947	25617	+	KXB58541.1			ribonuclease J 1			HMPREF1871_00305	1671	556	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	25691	26350	+							HMPREF1871_00306	660		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	25691	26350	+	KXB58542.1			L-serine dehydratase, iron-sulfur-dependent, beta subunit			HMPREF1871_00306	660	219	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	26359	27228	+							HMPREF1871_00307	870		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	26359	27228	+	KXB58543.1			L-serine dehydratase, iron-sulfur-dependent, alpha subunit			HMPREF1871_00307	870	289	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	27221	29230	+							HMPREF1871_00308	2010		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	27221	29230	+	KXB58544.1			putative ATP-dependent DNA helicase RecG			HMPREF1871_00308	2010	669	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	29238	29867	+							HMPREF1871_00309	630		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	29238	29867	+	KXB58545.1			sortase family protein			HMPREF1871_00309	630	209	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	29869	30837	+							HMPREF1871_00310	969		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	29869	30837	+	KXB58546.1			fatty acid/phospholipid synthesis protein PlsX			HMPREF1871_00310	969	322	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	30844	31077	+							HMPREF1871_00311	234		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	30844	31077	+	KXB58547.1			putative acyl carrier protein			HMPREF1871_00311	234	77	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	31182	32120	-							HMPREF1871_00312	939		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	31182	32120	-	KXB58548.1			radical SAM domain protein			HMPREF1871_00312	939	312	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	32138	32473	-							HMPREF1871_00313	336		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	32138	32473	-	KXB58549.1			alkylhydroperoxidase AhpD family core domain protein			HMPREF1871_00313	336	111	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	32552	33235	-							HMPREF1871_00314	684		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	32552	33235	-	KXB58550.1			glycosyltransferase, group 2 family protein			HMPREF1871_00314	684	227	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	33291	33983	-							HMPREF1871_00315	693		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	33291	33983	-	KXB58551.1			ribosomal protein L1			HMPREF1871_00315	693	230	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	33997	34422	-							HMPREF1871_00316	426		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	33997	34422	-	KXB58552.1			ribosomal protein L11			HMPREF1871_00316	426	141	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	34683	35462	+							HMPREF1871_00317	780		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	34683	35462	+	KXB58553.1			di-trans,poly-cis-decaprenylcistransferase			HMPREF1871_00317	780	259	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	35452	36231	+							HMPREF1871_00318	780		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	35452	36231	+	KXB58554.1			phosphatidate cytidylyltransferase			HMPREF1871_00318	780	259	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	36276	37574	+							HMPREF1871_00319	1299		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	36276	37574	+	KXB58555.1			RIP metalloprotease RseP			HMPREF1871_00319	1299	432	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	37656	39605	+							HMPREF1871_00320	1950		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	37656	39605	+	KXB58556.1			firmicute fructose-1,6-bisphosphatase			HMPREF1871_00320	1950	649	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	39694	40683	+							HMPREF1871_00321	990		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	39694	40683	+	KXB58557.1			lipoyltransferase and lipoate-protein ligase			HMPREF1871_00321	990	329	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	40698	41018	+							HMPREF1871_00322	321		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	40698	41018	+	KXB58558.1			hypothetical protein			HMPREF1871_00322	321	106	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	41066	41866	+							HMPREF1871_00323	801		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	41066	41866	+	KXB58559.1			sortase, SrtB family			HMPREF1871_00323	801	266	
gene	tRNA	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	41945	42018	+							HMPREF1871_00324	74		
tRNA		GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	41945	42018	+				tRNA-Gly			HMPREF1871_00324	74		
gene	tRNA	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	42037	42110	+							HMPREF1871_00325	74		
tRNA		GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	42037	42110	+				tRNA-Asn			HMPREF1871_00325	74		
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	42381	42824	-							HMPREF1871_00326	444		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	42381	42824	-	KXB58560.1			nucleoside 2-deoxyribosyltransferase			HMPREF1871_00326	444	147	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	43151	44035	+							HMPREF1871_00327	885		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	43151	44035	+	KXB58561.1			hydrolase, NUDIX family			HMPREF1871_00327	885	294	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	44001	44759	+							HMPREF1871_00328	759		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	44001	44759	+	KXB58562.1			hypothetical protein			HMPREF1871_00328	759	252	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	44759	45664	+							HMPREF1871_00329	906		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	44759	45664	+	KXB58563.1			phage integrase, SAM-like domain protein			HMPREF1871_00329	906	301	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	45673	46359	+							HMPREF1871_00330	687		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	45673	46359	+	KXB58564.1			ScpA/B protein			HMPREF1871_00330	687	228	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	46361	46885	+							HMPREF1871_00331	525		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	46361	46885	+	KXB58565.1			segregation and condensation protein B			HMPREF1871_00331	525	174	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	46905	47630	+							HMPREF1871_00332	726		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	46905	47630	+	KXB58566.1			pseudouridine synthase B, ribosomal large subunit			HMPREF1871_00332	726	241	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	47658	48368	+							HMPREF1871_00333	711		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	47658	48368	+	KXB58567.1			transcriptional regulatory protein ResD			HMPREF1871_00333	711	236	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	48352	49695	+							HMPREF1871_00334	1344		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	48352	49695	+	KXB58568.1			Mur ligase middle domain protein			HMPREF1871_00334	1344	447	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	49695	50435	+							HMPREF1871_00335	741		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	49695	50435	+	KXB58569.1			CobB/CobQ-like protein			HMPREF1871_00335	741	246	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	50486	51892	-							HMPREF1871_00336	1407		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	50486	51892	-	KXB58570.1			UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase			HMPREF1871_00336	1407	468	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	51870	52928	-							HMPREF1871_00337	1059		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	51870	52928	-	KXB58571.1			D-ala D-ala ligase protein			HMPREF1871_00337	1059	352	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	52985	53926	-							HMPREF1871_00338	942		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	52985	53926	-	KXB58572.1			putative excinuclease ABC, B subunit			HMPREF1871_00338	942	313	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	53890	54981	-							HMPREF1871_00339	1092		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	53890	54981	-	KXB58573.1			putative excinuclease ABC, B subunit			HMPREF1871_00339	1092	363	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	55115	56050	+							HMPREF1871_00340	936		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	55115	56050	+	KXB58574.1			ribosomal protein L11 methyltransferase			HMPREF1871_00340	936	311	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	56093	57388	+							HMPREF1871_00341	1296		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	56093	57388	+	KXB58575.1			adenylosuccinate lyase			HMPREF1871_00341	1296	431	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	57366	58544	+							HMPREF1871_00342	1179		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	57366	58544	+	KXB58576.1			putative tRNA adenylyltransferase			HMPREF1871_00342	1179	392	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	58546	60339	+							HMPREF1871_00343	1794		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	58546	60339	+	KXB58577.1			exonuclease, DNA polymerase III, epsilon subunit family			HMPREF1871_00343	1794	597	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	60425	61711	+							HMPREF1871_00344	1287		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	60425	61711	+	KXB58578.1			asparagine--tRNA ligase			HMPREF1871_00344	1287	428	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	61714	62235	+							HMPREF1871_00345	522		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	61714	62235	+	KXB58579.1			DnaD domain protein			HMPREF1871_00345	522	173	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	62228	62866	+							HMPREF1871_00346	639		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	62228	62866	+	KXB58580.1			endonuclease III			HMPREF1871_00346	639	212	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	62863	63309	+							HMPREF1871_00347	447		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	62863	63309	+	KXB58581.1			signal peptidase II			HMPREF1871_00347	447	148	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	63370	63939	+							HMPREF1871_00348	570		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	63370	63939	+	KXB58582.1			Holliday junction DNA helicase RuvA			HMPREF1871_00348	570	189	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	63961	64962	+							HMPREF1871_00349	1002		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	63961	64962	+	KXB58583.1			Holliday junction DNA helicase RuvB			HMPREF1871_00349	1002	333	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	64963	65700	+							HMPREF1871_00350	738		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	64963	65700	+	KXB58584.1			hypothetical protein			HMPREF1871_00350	738	245	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	65811	66074	+							HMPREF1871_00351	264		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	65811	66074	+	KXB58585.1			phosphocarrier protein HPr			HMPREF1871_00351	264	87	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	66075	67790	+							HMPREF1871_00352	1716		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	66075	67790	+	KXB58586.1			phosphoenolpyruvate-protein phosphotransferase			HMPREF1871_00352	1716	571	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	67827	68048	+							HMPREF1871_00353	222		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	67827	68048	+	KXB58587.1			putative toxin-antitoxin system, antitoxin component, ribbon-helix-helix domain protein			HMPREF1871_00353	222	73	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	68331	68519	+							HMPREF1871_00354	189		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	68331	68519	+	KXB58588.1			toxin-antitoxin system, antitoxin component, ribbon-helix-helix domain protein			HMPREF1871_00354	189	62	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	68534	68725	+							HMPREF1871_00355	192		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	68534	68725	+	KXB58589.1			hypothetical protein			HMPREF1871_00355	192	63	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	69020	69337	+							HMPREF1871_00356	318		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	69020	69337	+	KXB58590.1			hypothetical protein			HMPREF1871_00356	318	105	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	69683	70006	+							HMPREF1871_00357	324		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	69683	70006	+	KXB58591.1			helix-turn-helix protein			HMPREF1871_00357	324	107	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	70016	71368	+							HMPREF1871_00358	1353		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	70016	71368	+	KXB58592.1			signal recognition particle protein			HMPREF1871_00358	1353	450	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	71378	71848	+							HMPREF1871_00359	471		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	71378	71848	+	KXB58593.1			RNA methyltransferase, TrmH family, group 2			HMPREF1871_00359	471	156	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	71868	73520	+							HMPREF1871_00360	1653		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	71868	73520	+	KXB58594.1			formate--tetrahydrofolate ligase			HMPREF1871_00360	1653	550	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	73535	74005	+							HMPREF1871_00361	471		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	73535	74005	+	KXB58595.1			translation metalloprotein YbeY			HMPREF1871_00361	471	156	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	74015	74920	+							HMPREF1871_00362	906		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	74015	74920	+	KXB58596.1			ribosome biogenesis GTPase Era			HMPREF1871_00362	906	301	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	74904	75638	+							HMPREF1871_00363	735		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	74904	75638	+	KXB58597.1			DNA repair protein RecO			HMPREF1871_00363	735	244	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	75652	76452	+							HMPREF1871_00364	801		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	75652	76452	+	KXB58598.1			glutamate racemase			HMPREF1871_00364	801	266	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	76464	77039	+							HMPREF1871_00365	576		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	76464	77039	+	KXB58599.1			non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family			HMPREF1871_00365	576	191	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	77036	77239	+							HMPREF1871_00366	204		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	77036	77239	+	KXB58600.1			putative ferredoxin			HMPREF1871_00366	204	67	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	77211	79490	+							HMPREF1871_00367	2280		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	77211	79490	+	KXB58601.1			FtsK/SpoIIIE family protein			HMPREF1871_00367	2280	759	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	79593	80168	+							HMPREF1871_00368	576		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	79593	80168	+	KXB58602.1			CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase			HMPREF1871_00368	576	191	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	80279	81328	-							HMPREF1871_00369	1050		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	80279	81328	-	KXB58603.1			putative site-specific tyrosine recombinase XerS			HMPREF1871_00369	1050	349	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	81474	81662	-							HMPREF1871_00370	189		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	81474	81662	-	KXB58604.1			ribosomal protein L28			HMPREF1871_00370	189	62	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	81757	82314	-							HMPREF1871_00371	558		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	81757	82314	-	KXB58605.1			translation elongation factor P			HMPREF1871_00371	558	185	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	82377	83012	-							HMPREF1871_00372	636		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	82377	83012	-	KXB58606.1			tRNA (guanine-N(7)-)-methyltransferase			HMPREF1871_00372	636	211	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	83022	85883	-							HMPREF1871_00373	2862		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	83022	85883	-	KXB58607.1			peptidase M16 inactive domain protein			HMPREF1871_00373	2862	953	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	85896	86408	-							HMPREF1871_00374	513		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959861.1	85896	86408	-	KXB58608.1			adenine phosphoribosyltransferase			HMPREF1871_00374	513	170	
